Artist name,Stage,Day,Stage group,Start time,End time
YES SIR BOSS,AVALON CAFÉ,THURSDAY,OTHER,22:30:00,23:30:00
LOYD GROSSMAN,AVALON CAFÉ,THURSDAY,OTHER,21:00:00,22:00:00
THE VODKA JELLIES LIVE KARAOKE BAND PLUS TBA GUESTS,AVALON CAFÉ,THURSDAY,OTHER,19:00:00,20:30:00
GAZ BROOKFIELD,AVALON CAFÉ,THURSDAY,OTHER,18:30:00,19:30:00
COCO AND THE BUTTERFIELDS,AVALON CAFÉ,THURSDAY,OTHER,17:30:00,18:15:00
JAZZ DISASTER,AVALON CAFÉ,THURSDAY,OTHER,16:30:00,17:15:00
MR DUFFELL'S SUITCASE,AVALON CAFÉ,THURSDAY,OTHER,15:30:00,16:15:00
INDIA ELECTRIC CO,AVALON CAFÉ,THURSDAY,OTHER,14:30:00,15:15:00
THE KESTON COBBLERS,AVALON CAFÉ,THURSDAY,OTHER,13:30:00,14:15:00
THE SENIORS,AVALON CAFÉ,THURSDAY,OTHER,12:30:00,13:15:00
FREDDIE VERNON & CO,AVALON CAFÉ,THURSDAY,OTHER,11:30:00,12:15:00
MOORE MOSS RUTTER,AVALON CAFÉ,THURSDAY,OTHER,10:30:00,11:15:00
WAKE IN FRIGHT,PILTON PALAIS,THURSDAY,OTHER,1:30:00,3:28:00
DEXY'S NOWHERE IS HOME,PILTON PALAIS,THURSDAY,OTHER,0:00:00,1:30:00
SOME KIND OF MONSTER,PILTON PALAIS,THURSDAY,OTHER,21:00:00,23:21:00
ZERO THEOREM,PILTON PALAIS,THURSDAY,OTHER,19:00:00,20:47:00
GRAVITY 3D,PILTON PALAIS,THURSDAY,OTHER,17:00:00,18:30:00
ENDER'S GAME,PILTON PALAIS,THURSDAY,OTHER,15:00:00,16:41:00
DESPICABLE ME 2 3D,PILTON PALAIS,THURSDAY,OTHER,13:00:00,14:38:00
WORLD GOVERNMENT,THE BANDSTAND,THURSDAY,OTHER,23:00:00,0:00:00
BAILA LA CUMBIA,THE BANDSTAND,THURSDAY,OTHER,21:30:00,22:30:00
THE WOOHOO REVUE,THE BANDSTAND,THURSDAY,OTHER,20:15:00,21:10:00
RAILROAD BILL,THE BANDSTAND,THURSDAY,OTHER,19:00:00,19:55:00
KING PORTER STOMP,THE BANDSTAND,THURSDAY,OTHER,17:45:00,18:40:00
THE MIGHTY PEAS,THE BANDSTAND,THURSDAY,OTHER,16:30:00,17:25:00
THE BOOKSHOP BAND,THE BANDSTAND,THURSDAY,OTHER,15:15:00,16:10:00
HODMADODDERY,THE BANDSTAND,THURSDAY,OTHER,14:00:00,14:55:00
AJÍ PA' TÍ,GLASTO LATINO,THURSDAY,SOUTH EAST CORNER,22:00:00,23:30:00
DNA PRESENTS CHICKEN LICKEN,KIDZFIELD BIG TOP,THURSDAY,OTHER,18:00:00,19:00:00
PLAYGROUND THEATRE CO. & TUCKED IN THEATRE PRESENT BILLY’S BIRTHDAY BASH,KIDZFIELD BIG TOP,THURSDAY,OTHER,17:00:00,18:00:00
ALEX WINTERS’  CBEEBIES STAGE EXTRAVAGANZA,KIDZFIELD BIG TOP,THURSDAY,OTHER,16:00:00,16:45:00
MR YIPADEE & THE BEAR-Y GOOD BAND,KIDZFIELD BIG TOP,THURSDAY,OTHER,14:00:00,15:00:00
CBEEBIES RHYMING ROCKETS,KIDZFIELD BIG TOP,THURSDAY,OTHER,13:00:00,13:30:00
ONE WHEEL SAM,KIDZFIELD BIG TOP,THURSDAY,OTHER,12:00:00,12:30:00
KIDZFIELD STARS OF THE FUTURE,MUZIKADEMY,THURSDAY,OTHER,12:00:00,19:00:00
PROFESSOR PANIC'S PUPPET THEATRE,PROF PANIC'S PUPPET THEATRE,THURSDAY,OTHER,12:00:00,19:00:00
JOHN ROW & FRIENDS,STORYTELLERS TENT,THURSDAY,OTHER,12:00:00,19:00:00
WALKABOUTS,THE KIDZ FIELD,THURSDAY,OTHER,12:00:00,19:00:00
ARCADE FIRE,PYRAMID STAGE,FRIDAY,MAIN STAGES,22:00:00,23:45:00
ELBOW,PYRAMID STAGE,FRIDAY,MAIN STAGES,20:00:00,21:15:00
LILY ALLEN,PYRAMID STAGE,FRIDAY,MAIN STAGES,18:30:00,19:30:00
RUDIMENTAL,PYRAMID STAGE,FRIDAY,MAIN STAGES,16:45:00,17:45:00
DE LA SOUL,PYRAMID STAGE,FRIDAY,MAIN STAGES,15:15:00,16:15:00
RODRIGO Y GABRIELA,PYRAMID STAGE,FRIDAY,MAIN STAGES,13:45:00,14:45:00
THE WAR ON DRUGS,PYRAMID STAGE,FRIDAY,MAIN STAGES,12:30:00,13:15:00
TURTLE ISLAND,PYRAMID STAGE,FRIDAY,MAIN STAGES,11:30:00,12:10:00
SKRILLEX,OTHER STAGE,FRIDAY,MAIN STAGES,22:30:00,23:45:00
PAOLO NUTINI,OTHER STAGE,FRIDAY,MAIN STAGES,20:45:00,21:45:00
INTERPOL,OTHER STAGE,FRIDAY,MAIN STAGES,19:15:00,20:15:00
FOSTER THE PEOPLE,OTHER STAGE,FRIDAY,MAIN STAGES,17:50:00,18:50:00
HAIM,OTHER STAGE,FRIDAY,MAIN STAGES,16:25:00,17:20:00
BAND OF SKULLS,OTHER STAGE,FRIDAY,MAIN STAGES,15:10:00,16:00:00
JOHN NEWMAN,OTHER STAGE,FRIDAY,MAIN STAGES,13:50:00,14:45:00
BLONDIE,OTHER STAGE,FRIDAY,MAIN STAGES,12:15:00,13:20:00
TBA,OTHER STAGE,FRIDAY,MAIN STAGES,11:00:00,11:45:00
MIA,WEST HOLTS STAGE,FRIDAY,MAIN STAGES,22:15:00,23:45:00
JURASSIC 5,WEST HOLTS STAGE,FRIDAY,MAIN STAGES,20:30:00,21:30:00
TUNE-YARDS,WEST HOLTS STAGE,FRIDAY,MAIN STAGES,19:00:00,20:00:00
VINTAGE TROUBLE,WEST HOLTS STAGE,FRIDAY,MAIN STAGES,17:30:00,18:30:00
SUN RA ARKESTRA,WEST HOLTS STAGE,FRIDAY,MAIN STAGES,16:00:00,17:00:00
DELTRON 3030,WEST HOLTS STAGE,FRIDAY,MAIN STAGES,14:30:00,15:30:00
THE STEPKIDS,WEST HOLTS STAGE,FRIDAY,MAIN STAGES,13:00:00,14:00:00
THE LONDON SINFONIETTA AND JONNY GREENWOOD,WEST HOLTS STAGE,FRIDAY,MAIN STAGES,11:10:00,12:30:00
METRONOMY,THE PARK STAGE,FRIDAY,MAIN STAGES,23:00:00,0:15:00
FOUR TET,THE PARK STAGE,FRIDAY,MAIN STAGES,21:30:00,22:30:00
2 BEARS (DJ SET),THE PARK STAGE,FRIDAY,MAIN STAGES,21:00:00,21:30:00
DANNY BROWN,THE PARK STAGE,FRIDAY,MAIN STAGES,20:00:00,21:00:00
PARQUET COURTS,THE PARK STAGE,FRIDAY,MAIN STAGES,18:30:00,19:30:00
JIMI GOODWIN,THE PARK STAGE,FRIDAY,MAIN STAGES,17:00:00,18:00:00
COURTNEY BARNETT,THE PARK STAGE,FRIDAY,MAIN STAGES,15:30:00,16:30:00
DON CAVALLI,THE PARK STAGE,FRIDAY,MAIN STAGES,14:00:00,15:00:00
BIPOLAR SUNSHINE,THE PARK STAGE,FRIDAY,MAIN STAGES,12:45:00,13:30:00
ALL WE ARE,THE PARK STAGE,FRIDAY,MAIN STAGES,11:30:00,12:15:00
KAISER CHIEFS,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,22:45:00,23:45:00
LYKKE LI,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,21:15:00,22:15:00
CHVRCHES,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,19:45:00,20:45:00
WILD BEASTS,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,18:15:00,19:15:00
CRYSTAL FIGHTERS,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,17:00:00,17:50:00
POLIÇA,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,16:00:00,16:40:00
TEMPLES,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,15:00:00,15:40:00
DRENGE,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,14:00:00,14:40:00
JUNGLE,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,13:00:00,13:40:00
MONEY FOR ROPE,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,11:50:00,12:30:00
ECHO AND THE EMPRESS,JOHN PEEL STAGE,FRIDAY,MAIN STAGES,11:00:00,11:30:00
TINARIWEN,ACOUSTIC TENT,FRIDAY,MAIN STAGES,21:30:00,23:00:00
THE BLUES BAND,ACOUSTIC TENT,FRIDAY,MAIN STAGES,20:00:00,21:00:00
DR FEELGOOD,ACOUSTIC TENT,FRIDAY,MAIN STAGES,18:30:00,19:30:00
FISHERMAN'S FRIENDS,ACOUSTIC TENT,FRIDAY,MAIN STAGES,17:25:00,18:10:00
TONY JOE WHITE,ACOUSTIC TENT,FRIDAY,MAIN STAGES,16:25:00,17:00:00
HOLLY WILLIAMS,ACOUSTIC TENT,FRIDAY,MAIN STAGES,15:30:00,16:10:00
DANNY & THE CHAMPIONS OF THE WORLD,ACOUSTIC TENT,FRIDAY,MAIN STAGES,14:30:00,15:10:00
HOZIER,ACOUSTIC TENT,FRIDAY,MAIN STAGES,13:40:00,14:10:00
THE REVEREND PEYTON'S BIG DAMN BAND,ACOUSTIC TENT,FRIDAY,MAIN STAGES,12:55:00,13:25:00
JAMES BAY,ACOUSTIC TENT,FRIDAY,MAIN STAGES,12:00:00,12:40:00
THE SELECTER,AVALON STAGE,FRIDAY,MAIN STAGES,23:15:00,0:25:00
NEWTON FAULKNER,AVALON STAGE,FRIDAY,MAIN STAGES,21:45:00,22:45:00
SOPHIE ELLIS-BEXTOR,AVALON STAGE,FRIDAY,MAIN STAGES,20:15:00,21:15:00
HAZEL O'CONNOR,AVALON STAGE,FRIDAY,MAIN STAGES,18:45:00,19:45:00
HUDSON TAYLOR,AVALON STAGE,FRIDAY,MAIN STAGES,17:15:00,18:15:00
MICHAEL KIWANUKA,AVALON STAGE,FRIDAY,MAIN STAGES,15:45:00,16:45:00
BLACKBEARD'S TEA PARTY,AVALON STAGE,FRIDAY,MAIN STAGES,14:20:00,15:15:00
HOBO JONES & THE JUNKYARD DOGS,AVALON STAGE,FRIDAY,MAIN STAGES,13:00:00,13:55:00
BILLY BRAGG,LEFT FIELD,FRIDAY,MAIN STAGES,21:00:00,22:00:00
SPEECH DEBELLE,LEFT FIELD,FRIDAY,MAIN STAGES,19:30:00,20:30:00
THE TUTS,LEFT FIELD,FRIDAY,MAIN STAGES,18:00:00,19:00:00
COMEDY WITH ROBIN INCE,LEFT FIELD,FRIDAY,MAIN STAGES,17:00:00,17:30:00
"BIG BILL'S RADICAL ROUND-UP FT. KIM CHURCHILL, THE YOUNG 'UNS AND LUCY WARD",LEFT FIELD,FRIDAY,MAIN STAGES,15:00:00,16:30:00
PANEL: THE REVOLUTION WILL BE FEMINISED WITH NIMCO ALI,LEFT FIELD,FRIDAY,MAIN STAGES,13:30:00,14:30:00
PANEL: THE POLITICS OF FOODBANKS WITH JACK MONROE,LEFT FIELD,FRIDAY,MAIN STAGES,12:05:00,13:00:00
OPENING TRIBUTE TO TONY BENN BY MICHAEL EAVIS,LEFT FIELD,FRIDAY,MAIN STAGES,12:00:00,12:05:00
DJ ANTZ,GLADE,FRIDAY,MAIN STAGES,0:30:00,2:45:00
STEVE HILLAGE FUSES GONG AND SYSTEM 7,GLADE,FRIDAY,MAIN STAGES,22:55:00,0:25:00
MONKEY PILOT (WHIRL-Y-GIG),GLADE,FRIDAY,MAIN STAGES,21:50:00,22:55:00
STANTON WARRIORS,GLADE,FRIDAY,MAIN STAGES,20:35:00,21:50:00
SON OF KICK,GLADE,FRIDAY,MAIN STAGES,19:20:00,20:35:00
DUB PISTOLS,GLADE,FRIDAY,MAIN STAGES,18:15:00,19:15:00
DREADZONE,GLADE,FRIDAY,MAIN STAGES,17:00:00,18:00:00
MAD PROFESSOR FT GENERAL LEVY & JOE ARIWA,GLADE,FRIDAY,MAIN STAGES,15:45:00,16:45:00
THE SHAOLIN AFRONAUTS,GLADE,FRIDAY,MAIN STAGES,14:40:00,15:30:00
GRINGO SKA,GLADE,FRIDAY,MAIN STAGES,13:20:00,14:20:00
LEWAH,GLADE,FRIDAY,MAIN STAGES,13:00:00,13:20:00
ALABAMA 3,GLADE,FRIDAY,MAIN STAGES,12:00:00,13:00:00
RICHIE HAWTIN,SONIC,FRIDAY,SILVER HAYES,23:00:00,0:30:00
LOCO DICE,SONIC,FRIDAY,SILVER HAYES,21:15:00,22:45:00
MAYA JANE COLES,SONIC,FRIDAY,SILVER HAYES,19:45:00,21:15:00
EATS EVERYTHING,SONIC,FRIDAY,SILVER HAYES,18:15:00,19:45:00
TIGA,SONIC,FRIDAY,SILVER HAYES,16:45:00,18:15:00
GORGON CITY,SONIC,FRIDAY,SILVER HAYES,15:25:00,16:45:00
BONDAX,SONIC,FRIDAY,SILVER HAYES,14:15:00,15:15:00
HANNAH WANTS,SONIC,FRIDAY,SILVER HAYES,13:00:00,14:15:00
BEN KLOCK B2B MARCEL DETTMANN,WOW!,FRIDAY,SILVER HAYES,0:30:00,3:00:00
JAMIE XX,WOW!,FRIDAY,SILVER HAYES,23:00:00,0:30:00
"SWAMP 81 FT LOEFAH, PALEMAN + CHUNKY",WOW!,FRIDAY,SILVER HAYES,20:30:00,23:00:00
HOT SINCE 82,WOW!,FRIDAY,SILVER HAYES,19:00:00,20:30:00
KØLSCH,WOW!,FRIDAY,SILVER HAYES,18:00:00,19:00:00
A SAGITARRIUN,WOW!,FRIDAY,SILVER HAYES,17:00:00,18:00:00
"NUMBERS BOAT PARTY PRESENTS JACKMASTER, OPTIMO AND SPENCER",WOW!,FRIDAY,SILVER HAYES,13:00:00,17:00:00
MAXI PRIEST,GULLY OUTER-NATIONAL,FRIDAY,SILVER HAYES,23:00:00,0:30:00
CHE SUDAKA,GULLY OUTER-NATIONAL,FRIDAY,SILVER HAYES,21:00:00,22:30:00
PAQUA,GULLY OUTER-NATIONAL,FRIDAY,SILVER HAYES,19:30:00,20:30:00
MO'KALAMITY,GULLY OUTER-NATIONAL,FRIDAY,SILVER HAYES,17:45:00,19:00:00
LADI6,GULLY OUTER-NATIONAL,FRIDAY,SILVER HAYES,16:00:00,17:15:00
JAMBINAI,GULLY OUTER-NATIONAL,FRIDAY,SILVER HAYES,14:30:00,15:45:00
ETERNAL TAAL BHANGRA ENTERTAINMENT TEAM,GULLY OUTER-NATIONAL,FRIDAY,SILVER HAYES,13:00:00,14:00:00
QUEEN BEE,GULLY OUTER-NATIONAL,FRIDAY,SILVER HAYES,,
OSHI,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,1:35:00,3:00:00
GO CHIC,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,0:45:00,1:35:00
OSHI,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,0:00:00,0:45:00
JOANNA WANG,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,23:10:00,0:00:00
OSSIE,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,22:00:00,23:10:00
MØ,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,21:00:00,22:00:00
MELLA DEE,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,20:00:00,21:00:00
CHLÖE HOWL,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,19:00:00,20:00:00
ELLI INGRAM,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,17:30:00,18:30:00
TROUMACA,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,16:00:00,17:00:00
ANDRES CERVERO,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,15:30:00,16:00:00
LIANNE LA HAVAS (SOLO SHOW),LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,14:30:00,15:30:00
ABBY,LA PUSSY PARLURE NOUVEAU,FRIDAY,SILVER HAYES,13:00:00,14:00:00
SLEDGEHEAD AKA RAY MIGHTY,THE BLUES,FRIDAY,SILVER HAYES,1:00:00,3:00:00
MS. DYNAMITE,THE BLUES,FRIDAY,SILVER HAYES,0:00:00,1:00:00
GENERAL LEVY WITH DJ JOE ARIWA,THE BLUES,FRIDAY,SILVER HAYES,22:00:00,0:00:00
SAZ,THE BLUES,FRIDAY,SILVER HAYES,21:00:00,22:00:00
MUNGO'S HIFI,THE BLUES,FRIDAY,SILVER HAYES,19:00:00,21:00:00
LAID BLAK SOUNDSYSTEM,THE BLUES,FRIDAY,SILVER HAYES,17:00:00,19:00:00
RSD,THE BLUES,FRIDAY,SILVER HAYES,15:00:00,17:00:00
DUBKASM,THE BLUES,FRIDAY,SILVER HAYES,13:00:00,15:00:00
WALL OF SOUND PRESENTS,HEDS PARTY IN SONIC,FRIDAY,SILVER HAYES,,
JON CARTER,HEDS PARTY IN SONIC,FRIDAY,SILVER HAYES,5:00:00,7:00:00
DEREK DAH LARGE,HEDS PARTY IN SONIC,FRIDAY,SILVER HAYES,3:30:00,5:00:00
WILL WHITE (PROPELLERHEADS),HEDS PARTY IN SONIC,FRIDAY,SILVER HAYES,2:00:00,3:30:00
MARK JONES,HEDS PARTY IN SONIC,FRIDAY,SILVER HAYES,1:00:00,2:00:00
FEEL THE REAL,HEDS PARTY IN SONIC,FRIDAY,SILVER HAYES,1:00:00,7:00:00
PROPAGANDA DJS,HEDS PARTY IN SONIC,FRIDAY,SILVER HAYES,1:00:00,7:00:00
AGE OF GLASS,RABBIT HOLE,FRIDAY,THE PARK,3:00:00,4:00:00
GLITCHES,RABBIT HOLE,FRIDAY,THE PARK,2:00:00,2:30:00
DERMOT O'LEARY,RABBIT HOLE,FRIDAY,THE PARK,0:30:00,2:00:00
THESE RIEGNING DAYS,RABBIT HOLE,FRIDAY,THE PARK,23:45:00,0:30:00
NGAIIRE,RABBIT HOLE,FRIDAY,THE PARK,22:00:00,22:45:00
BUSTAMENTO,RABBIT HOLE,FRIDAY,THE PARK,20:00:00,21:00:00
STICKMAN CARTEL,RABBIT HOLE,FRIDAY,THE PARK,18:45:00,19:30:00
PORT ERIN,RABBIT HOLE,FRIDAY,THE PARK,17:30:00,18:15:00
GEMMA ROGERS,RABBIT HOLE,FRIDAY,THE PARK,16:30:00,17:00:00
WE ARE GOOSE,RABBIT HOLE,FRIDAY,THE PARK,15:15:00,16:00:00
PERHAPS CONTRAPTION,RABBIT HOLE,FRIDAY,THE PARK,14:30:00,15:30:00
JOHN ROBB,THE CROWS NEST,FRIDAY,THE PARK,14:15:00,15:00:00
WILL HODGKINSON,THE CROWS NEST,FRIDAY,THE PARK,13:30:00,14:15:00
JULIAN COPE,THE CROWS NEST,FRIDAY,THE PARK,12:00:00,13:15:00
PHILOSOPHY HAIRCUTS,THE CROWS NEST,FRIDAY,THE PARK,11:00:00,12:00:00
"DESPERATE SOUND SYSTEM WITH JARVIS COCKER + STEVE MACKEY, OPTIMO, JOHN WIZARDS DJS, BEN FAT TRUCKER, THE DJ PIPES, DANCEFLOOR MEDITATIONS AND MORE",STONEBRIDGE BAR,FRIDAY,THE PARK,0:00:00,5:00:00
STONEBRIDGE JUKEBOX,STONEBRIDGE BAR,FRIDAY,THE PARK,20:00:00,0:00:00
DOLLOP DJS,STONEBRIDGE BAR,FRIDAY,THE PARK,19:00:00,20:00:00
PSYCHONAUTS,STONEBRIDGE BAR,FRIDAY,THE PARK,18:00:00,19:00:00
MAXXI SOUNDSYSTEM,STONEBRIDGE BAR,FRIDAY,THE PARK,17:00:00,18:00:00
DICKY TRISCO,STONEBRIDGE BAR,FRIDAY,THE PARK,16:00:00,17:00:00
VERY SPECIAL GUEST: GREG WILSON,STONEBRIDGE BAR,FRIDAY,THE PARK,14:00:00,16:00:00
POOL DJS,STONEBRIDGE BAR,FRIDAY,THE PARK,13:00:00,14:00:00
SOFITO'S FRANKIE FRANCIS,HMS SWEET CHARITY,FRIDAY,THE PARK,3:00:00,5:00:00
GERTIE AND HER GAIETY (LIVE),HMS SWEET CHARITY,FRIDAY,THE PARK,2:00:00,3:00:00
DJ AMISS MOLLY,HMS SWEET CHARITY,FRIDAY,THE PARK,1:00:00,2:00:00
THE LADYBIRDS OF PARADISE (LIVE),HMS SWEET CHARITY,FRIDAY,THE PARK,23:00:00,1:00:00
DUTTY MOONSHINE,BIMBLE INN,FRIDAY,OTHER,3:30:00,6:00:00
TOO MANY T'S,BIMBLE INN,FRIDAY,OTHER,1:45:00,3:00:00
WILL & THE PEOPLE,BIMBLE INN,FRIDAY,OTHER,0:15:00,1:15:00
COUNT SIZZLE,BIMBLE INN,FRIDAY,OTHER,22:00:00,0:00:00
BIMBLE DJS,BIMBLE INN,FRIDAY,OTHER,20:00:00,22:00:00
WILLIE & THE BANDITS,BIMBLE INN,FRIDAY,OTHER,19:00:00,19:40:00
THE LITTLE UNSAID,BIMBLE INN,FRIDAY,OTHER,18:00:00,18:40:00
GERARD & THE WATCHMEN,BIMBLE INN,FRIDAY,OTHER,17:00:00,17:40:00
ANDREW MAXWELL MORRIS,BIMBLE INN,FRIDAY,OTHER,16:00:00,16:40:00
PIP MOUNTJOY,BIMBLE INN,FRIDAY,OTHER,15:00:00,15:40:00
TOBIAS BEN JACOB,BIMBLE INN,FRIDAY,OTHER,14:00:00,14:40:00
OPEN,BIMBLE INN,FRIDAY,OTHER,12:00:00,14:00:00
JEROME HILL,THE TEMPLE,FRIDAY,SOUTH EAST CORNER,5:00:00,6:00:00
REBUILD (A GUY CALLED GERALD / GRAHAM MASSY 808 STATE),THE TEMPLE,FRIDAY,SOUTH EAST CORNER,4:00:00,5:00:00
DJ AFX,THE TEMPLE,FRIDAY,SOUTH EAST CORNER,3:00:00,4:00:00
ELECTRO ELVIS,THE TEMPLE,FRIDAY,SOUTH EAST CORNER,1:30:00,3:00:00
CHARLIE KANE,THE TEMPLE,FRIDAY,SOUTH EAST CORNER,0:30:00,1:30:00
MAX VOLUME,THE TEMPLE,FRIDAY,SOUTH EAST CORNER,23:30:00,0:30:00
BEATUM FEAT VJ ROOFLX (DROP'IN CARAVAN),THE TEMPLE,FRIDAY,SOUTH EAST CORNER,22:30:00,23:30:00
SIRIUS,THE TEMPLE,FRIDAY,SOUTH EAST CORNER,21:30:00,22:30:00
MC CHARLIE P,THE CAVE,FRIDAY,SOUTH EAST CORNER,,
BROTHER CULTURE MC,THE CAVE,FRIDAY,SOUTH EAST CORNER,,
DIRTY HARRY,THE CAVE,FRIDAY,SOUTH EAST CORNER,4:30:00,6:00:00
MUNGOS HIFI,THE CAVE,FRIDAY,SOUTH EAST CORNER,3:00:00,4:30:00
YT,THE CAVE,FRIDAY,SOUTH EAST CORNER,2:15:00,3:00:00
REGGAE ROAST DJS,THE CAVE,FRIDAY,SOUTH EAST CORNER,0:00:00,2:15:00
MONKEY MARC,THE CAVE,FRIDAY,SOUTH EAST CORNER,23:00:00,0:00:00
SMOKEY B,THE CAVE,FRIDAY,SOUTH EAST CORNER,22:00:00,23:00:00
JAKE SOVONA,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,5:00:00,6:00:00
JUS NOW,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,4:00:00,5:00:00
B-TRIATS,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,3:00:00,4:00:00
BLUES KITCHEN DJ'S,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,2:30:00,3:00:00
JOHN FAIRHURST,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,1:30:00,2:30:00
BLUES KITCHEN DJ'S,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,1:00:00,1:30:00
BRUSHY ONE STRING,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,0:00:00,1:00:00
LYRIX ORGANIX - MC KILLA,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,23:00:00,0:00:00
BLUES KITCHEN DJ'S,THE RUM SHACK,FRIDAY,SOUTH EAST CORNER,22:00:00,23:00:00
GHETTO FUNK,THE TOTEM GARDENS,FRIDAY,SOUTH EAST CORNER,17:00:00,22:00:00
 DJ MARC STYLUS (COPPERDOLLAR),COPPERDOLLAR STAGE,FRIDAY,SOUTH EAST CORNER,4:00:00,6:00:00
"DJ MARC STYLUS (COPPERDOLLAR), CAL JADER (MOVIMIENTOS) & DJ MAKALA (SPAIN)",COPPERDOLLAR STAGE,FRIDAY,SOUTH EAST CORNER,23:00:00,2:00:00
BACK OF BEYOND SHOW TIME,COPPERDOLLAR STAGE,FRIDAY,SOUTH EAST CORNER,20:00:00,23:00:00
PSYCHEMAGIK,ACID LOUNGE,FRIDAY,SOUTH EAST CORNER,4:00:00,6:00:00
RICHARD NORRIS,ACID LOUNGE,FRIDAY,SOUTH EAST CORNER,2:00:00,4:00:00
JAGZ KOONER,ACID LOUNGE,FRIDAY,SOUTH EAST CORNER,0:00:00,2:00:00
DAVE BEER,ACID LOUNGE,FRIDAY,SOUTH EAST CORNER,22:00:00,0:00:00
ACID LOUNGE DJ'S,ACID LOUNGE,FRIDAY,SOUTH EAST CORNER,12:00:00,22:00:00
EDDIE TEMPLE MORRIS,BEZ'S ACID HOUSE,FRIDAY,SOUTH EAST CORNER,4:30:00,6:00:00
ANGUS JEFFORD,BEZ'S ACID HOUSE,FRIDAY,SOUTH EAST CORNER,3:00:00,4:30:00
GRAEME PARK,BEZ'S ACID HOUSE,FRIDAY,SOUTH EAST CORNER,1:30:00,3:30:00
OLI FURNESS,BEZ'S ACID HOUSE,FRIDAY,SOUTH EAST CORNER,0:00:00,1:30:00
WILL SKILLZ,BEZ'S ACID HOUSE,FRIDAY,SOUTH EAST CORNER,23:00:00,0:00:00
MANDIDEXTROUS,SALON CAROUSEL,FRIDAY,SOUTH EAST CORNER,4:00:00,6:00:00
RENEGADE HARDWARE,SALON CAROUSEL,FRIDAY,SOUTH EAST CORNER,2:00:00,4:00:00
OFF ME NUT RECORDS,SALON CAROUSEL,FRIDAY,SOUTH EAST CORNER,1:00:00,2:00:00
KATCH PYRO,SALON CAROUSEL,FRIDAY,SOUTH EAST CORNER,0:00:00,1:00:00
MY BAD SISTER,SALON CAROUSEL,FRIDAY,SOUTH EAST CORNER,23:00:00,0:00:00
DANGER MARC,SALON CAROUSEL,FRIDAY,SOUTH EAST CORNER,22:00:00,23:00:00
FELIX DICKINSON,GENOSYS,FRIDAY,SOUTH EAST CORNER,4:30:00,6:00:00
DJ TIGA,GENOSYS,FRIDAY,SOUTH EAST CORNER,3:00:00,4:30:00
LIL LOUIS,GENOSYS,FRIDAY,SOUTH EAST CORNER,1:00:00,3:00:00
ROBERT OWENS,GENOSYS,FRIDAY,SOUTH EAST CORNER,23:30:00,1:00:00
GREG WILSON,GENOSYS,FRIDAY,SOUTH EAST CORNER,22:00:00,23:30:00
DAN BEAUMONT,GENOSYS,FRIDAY,SOUTH EAST CORNER,20:30:00,22:00:00
HANNAH HOLLAND & JOSH CAFFE,GENOSYS,FRIDAY,SOUTH EAST CORNER,19:00:00,20:30:00
LUKE HOWARD,GENOSYS,FRIDAY,SOUTH EAST CORNER,17:30:00,19:00:00
SITUATION DJS,GENOSYS,FRIDAY,SOUTH EAST CORNER,16:00:00,17:30:00
DANNY KRIVIT,NYC DOWNLOW,FRIDAY,SOUTH EAST CORNER,3:00:00,6:00:00
SETH TROXLER,NYC DOWNLOW,FRIDAY,SOUTH EAST CORNER,1:30:00,3:00:00
JOVONN,NYC DOWNLOW,FRIDAY,SOUTH EAST CORNER,0:00:00,1:30:00
